域名	解析IP	开放端口	WEB服务器	网站状态
auth.ys7.com	183.136.184.4,183.131.11.142	80,443	Tengine	80:正常访问
bbs.ys7.com	183.136.184.101	80,443	Tengine	80:正常访问
open.ys7.com	183.136.184.118	80,443	Tengine	80:正常访问
i.ys7.com	183.136.184.3	80,443	Tengine	80:正常访问
m.ys7.com	183.136.184.156	80,443	Tengine	80:(500) 内部服务器错误
pb.ys7.com	183.136.184.71	80,443	Tengine	80:正常访问
gzu.ys7.com	122.13.2.44	-	端口未开放	端口未开放
square.ys7.com	183.136.184.35	80,443	Tengine	80:正常访问
service.ys7.com	183.136.184.194	80,443	Tengine	80:正常访问
hr.ys7.com	183.136.184.32	-	端口未开放	端口未开放
pbwww.ys7.com	60.191.22.217	-	端口未开放	端口未开放
pbservice.ys7.com	183.136.184.78	-	端口未开放	端口未开放
store.ys7.com	183.136.184.142	80,443	Tengine	80:正常访问
time.ys7.com	183.136.184.225	-	端口未开放	端口未开放
yun.ys7.com	183.136.184.8	80,443	Tengine	80:正常访问
chat.ys7.com	183.136.184.91	80,443	Tengine	80:正常访问
wiki.ys7.com	183.136.184.14	443	Tengine	443:正常访问
bc.ys7.com	115.236.50.11	80,443	nginx	80:正常访问
s.ys7.com	183.136.184.35	80,443	Tengine	80:正常访问
da.ys7.com	10.97.201.8	-	端口未开放	端口未开放
yy.ys7.com	183.136.184.208	80,443	Tengine	80:正常访问
www.ys7.com	183.136.184.156	80,443	Tengine	80:正常访问
img.ys7.com	183.136.184.39	80,443	Tengine	80:正常访问
api.ys7.com	183.131.11.164	80,443	Tengine	80:正常访问
demo.ys7.com	183.136.184.36	-	端口未开放	端口未开放
app.ys7.com	183.136.184.2	80,443	Tengine	80:正常访问
bbs.ys7.com	183.136.184.101	80,443	Tengine	80:正常访问
log.ys7.com	183.136.184.226	80,443	Tengine	80:正常访问
mobile.ys7.com	183.136.184.3	80,443	Tengine	80:正常访问
express.ys7.com	183.136.184.93,112.17.34.42	80,443	Tengine	80:(403) 已禁止
download.ys7.com	183.136.184.6	80,443	Tengine	80:(403) 已禁止
download2.ys7.com	65.153.158.233,65.153.158.236,65.153.196.132,65.153.196.199,65.153.196.201,65.153.158.232,65.153.196.197,65.153.196.131,65.153.196.203	80,443	Tengine	80:(403) 已禁止
test5.ys7.com	122.225.228.217	80,443	Tengine/2.1.2	80:正常访问
test2.ys7.com	122.225.228.214	80,443	Tengine/2.0.3	80:正常访问
test.ys7.com	61.153.2.189	80,443	nginx	80:正常访问
push.ys7.com	183.136.184.111	443	nginx	443:(405) 不允许的方法
test1.ys7.com	60.191.22.216	-	端口未开放	端口未开放
test3.ys7.com	122.225.228.221	-	端口未开放	端口未开放
test4.ys7.com	115.238.50.211	-	端口未开放	端口未开放
shop.ys7.com	10.97.134.195	-	端口未开放	端口未开放
video.ys7.com	65.153.158.142,65.153.196.197,65.153.196.199,65.153.158.135,65.153.196.132,65.153.196.137,65.153.196.131,65.153.196.138	80,443	AliyunOSS	80:(404) 未找到
upgrade.ys7.com	121.17.124.227,124.67.23.252	443	nginx	443:(403) 已禁止
pic.ys7.com	183.136.184.33	443	nginx	443:(404) 未找到
business.ys7.com	103.249.254.134	-	端口未开放	端口未开放
club.ys7.com	10.97.102.162	-	端口未开放	端口未开放
zabbix.ys7.com	183.136.184.30	-	端口未开放	端口未开放
dev.ys7.com	183.136.184.229	-	端口未开放	端口未开放
discovery.ys7.com	183.136.184.12	-	端口未开放	端口未开放
edu.ys7.com	171.111.154.225,171.111.154.229,171.111.154.220,171.111.154.240,171.111.154.237,171.111.154.228,171.111.154.234,171.111.154.232,171.111.154.238,171.111.154.219	80,443	Tengine	80:(403) 已禁止
fs.ys7.com	183.136.184.93	80,443	Tengine	80:(403) 已禁止
rs.ys7.com	10.97.200.49	-	端口未开放	端口未开放
sc.ys7.com	10.86.21.6	-	端口未开放	端口未开放
telecom.ys7.com	183.136.184.3	80,443	Tengine	80:正常访问
t2.ys7.com	183.134.109.170	-	端口未开放	端口未开放
t1.ys7.com	183.134.109.170	-	端口未开放	端口未开放
t5.ys7.com	183.134.109.170	-	端口未开放	端口未开放
t3.ys7.com	183.134.109.170	-	端口未开放	端口未开放
t8.ys7.com	183.134.109.170	-	端口未开放	端口未开放
t4.ys7.com	183.134.109.170	-	端口未开放	端口未开放
t6.ys7.com	183.134.109.170	-	端口未开放	端口未开放
t9.ys7.com	183.134.109.170	-	端口未开放	端口未开放
t7.ys7.com	183.134.109.170	-	端口未开放	端口未开放
upload.ys7.com	183.136.184.19	80,443	Tengine	80:正常访问
cloud.ys7.com	183.134.99.209,183.134.99.210	-	端口未开放	端口未开放
action.ys7.com	183.136.184.156	80,443	Tengine	80:正常访问
food.ys7.com	183.136.184.123	-	端口未开放	端口未开放
harbor.ys7.com	10.97.200.237	-	端口未开放	端口未开放
ticket.ys7.com	183.136.184.33	443	nginx	443:(404) 未找到
