域名	解析IP	开放端口	WEB服务器	网站状态
file.vipkid.com.cn	205.185.216.42,205.185.216.10	80,443	-	80:(404) 未找到
m.vipkid.com.cn	54.223.73.107,54.222.184.94,54.223.55.89,54.222.130.82,54.223.41.191,54.222.129.201,54.222.227.163,54.222.200.5	80,443	Tengine	80:正常访问
teacher-recruitment.vipkid.com.cn	54.222.131.25,54.222.130.82,54.223.73.107,54.222.129.201,54.222.136.175,54.223.231.27,54.223.246.85,54.222.227.163	80,443	nginx	80:正常访问
www.vipkid.com.cn	14.0.41.206	80,443	nginx	80:正常访问
a2.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a4.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a5.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
a3.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
d.vipkid.com.cn	202.127.76.214,202.127.76.215,202.127.76.213,202.127.76.233,202.127.76.209,202.127.76.216,202.127.76.232,202.127.76.212	80,443	Tengine	80:(404) 未找到
t.vipkid.com.cn	23.77.8.70	80,443	nginx	80:正常访问
w3.vipkid.com.cn	182.92.155.231	80,443	Apache	80:(404) 未找到
op.vipkid.com.cn	54.223.188.200	-	端口未开放	端口未开放
blog.vipkid.com.cn	119.28.206.61	80,443	Apache/2.2.15 (CentOS)	80:正常访问
mail.vipkid.com.cn	210.73.210.35	80,443	Microsoft-IIS/8.5	80:(440) Login Timeout
email.vipkid.com.cn	34.192.40.3,52.55.65.204	80	nginx	80:正常访问
cms.vipkid.com.cn	52.80.141.231,52.80.225.88	-	端口未开放	端口未开放
mail1.vipkid.com.cn	114.113.81.36	-	端口未开放	端口未开放
ai.vipkid.com.cn	140.143.1.39	80	nginx/1.12.2	80:(403) 已禁止
developer.vipkid.com.cn	54.222.208.110	-	端口未开放	端口未开放
mobile.vipkid.com.cn	205.204.104.188,205.204.104.189,205.204.104.186,205.204.104.185,205.204.104.190,205.204.104.187,205.204.104.240	80,443	Tengine	80:正常访问
beta.vipkid.com.cn	54.223.230.50,52.80.255.111	-	端口未开放	端口未开放
cat.vipkid.com.cn	52.80.225.88,52.80.141.231	-	端口未开放	端口未开放
bbs.vipkid.com.cn	54.222.133.120	-	端口未开放	端口未开放
hr.vipkid.com.cn	123.206.60.226	-	端口未开放	端口未开放
logs.vipkid.com.cn	54.222.132.57,52.80.195.103	-	端口未开放	端口未开放
activity.vipkid.com.cn	205.204.104.240,205.204.104.188,205.204.104.186,205.204.104.185,205.204.104.189,205.204.104.187,205.204.104.190	80,443	Tengine	80:正常访问
account.vipkid.com.cn	202.127.76.233,202.127.76.215,202.127.76.232,202.127.76.209,202.127.76.214,202.127.76.212,202.127.76.216,202.127.76.213	80,443	Tengine	80:正常访问
test.vipkid.com.cn	54.222.187.167	-	端口未开放	端口未开放
portal.vipkid.com.cn	192.168.43.40	-	端口未开放	端口未开放
video.vipkid.com.cn	202.127.76.216,202.127.76.232,202.127.76.215,202.127.76.209,202.127.76.233,202.127.76.214,202.127.76.213,202.127.76.212	80,443	Tengine	80:(404) 未找到
mm.vipkid.com.cn	54.222.184.94,54.222.251.123,54.222.200.5,54.223.106.223,54.223.223.86,54.223.41.191,54.222.136.175,54.223.159.72	80,443	nginx	80:正常访问
payment.vipkid.com.cn	54.223.233.149,54.223.40.81,54.223.228.216,54.223.244.87	80,443	nginx	80:(403) 已禁止
security.vipkid.com.cn	59.110.246.206	80,443	nginx	80:正常访问
client.vipkid.com.cn	54.223.50.174,54.223.77.153,54.223.55.89,54.223.176.180,54.222.227.163,54.222.184.94,54.223.73.107,54.222.131.25	80,443	nginx	80:正常访问
